Time,Country,Region,HappinessRank,HappinessScore,EconomyRank,Economy,FamilyRank,Family,HealthRank,Health,FreedomRank,Freedom,TrustRank,Trust,GenerosityRank,Generosity,DystopiaRank,DystopiaResidual
01/01/15,Bulgaria,Central and Eastern Europe,134,4.218,64,1.01216,60,1.10614,52,0.76649,126,0.30587,155,0.00872,132,0.11921,154,0.89991
01/01/15,Egypt,Middle East and Northern Africa,135,4.194,84,0.8818,133,0.747,98,0.61712,150,0.17288,117,0.06324,136,0.11291,133,1.59927
01/01/15,Yemen,Middle East and Northern Africa,136,4.077,118,0.54649,137,0.68093,125,0.40064,110,0.35571,104,0.07854,144,0.09131,100,1.92313
01/01/15,Angola,Sub-Saharan Africa,137,4.033,99,0.75778,118,0.8604,148,0.16683,154,0.10384,110,0.07122,128,0.12344,97,1.94939
01/01/15,Mali,Sub-Saharan Africa,138,3.995,142,0.26074,77,1.03526,147,0.20583,101,0.38857,71,0.12352,96,0.18798,116,1.79293
01/01/15,Congo (Brazzaville),Sub-Saharan Africa,139,3.989,106,0.67866,140,0.6629,136,0.31051,89,0.41466,75,0.11686,127,0.12388,127,1.68135
01/01/15,Comoros,Sub-Saharan Africa,140,3.956,144,0.23906,126,0.79273,129,0.36315,142,0.22917,33,0.199,107,0.17441,92,1.95812
01/01/15,Uganda,Sub-Saharan Africa,141,3.931,146,0.21102,55,1.13299,133,0.33861,73,0.45727,108,0.07267,44,0.29066,144,1.42766
01/01/15,Senegal,Sub-Saharan Africa,142,3.904,131,0.36498,94,0.97619,120,0.4354,106,0.36772,80,0.10713,86,0.20843,143,1.44395
01/01/15,Gabon,Sub-Saharan Africa,143,3.896,56,1.06024,111,0.90528,121,0.43372,121,0.31914,76,0.11091,151,0.06822,152,0.99895
01/01/15,Niger,Sub-Saharan Africa,144,3.845,155,0.0694,130,0.77265,139,0.29707,64,0.47692,49,0.15639,92,0.19387,106,1.87877
01/01/15,Cambodia,Southeastern Asia,145,3.819,124,0.46038,142,0.62736,100,0.61114,3,0.66246,109,0.07247,18,0.40359,153,0.98195
01/01/15,Tanzania,Sub-Saharan Africa,146,3.781,138,0.2852,87,1.00268,127,0.38215,118,0.32878,125,0.05747,27,0.34377,147,1.38079
01/01/15,Madagascar,Sub-Saharan Africa,147,3.681,148,0.20824,139,0.66801,117,0.46721,148,0.19184,100,0.08124,82,0.21333,112,1.851
01/01/15,Central African Republic,Sub-Saharan Africa,148,3.678,153,0.0785,158,0,156,0.06699,59,0.48879,97,0.08289,64,0.23835,23,2.7223
01/01/15,Chad,Sub-Saharan Africa,149,3.667,134,0.34193,132,0.76062,151,0.1501,140,0.23501,127,0.05269,99,0.18386,98,1.94296
01/01/15,Guinea,Sub-Saharan Africa,150,3.656,151,0.17417,148,0.46475,143,0.24009,104,0.37725,73,0.12139,45,0.28657,88,1.99172
01/01/15,Ivory Coast,Sub-Saharan Africa,151,3.655,123,0.46534,131,0.77115,150,0.15185,67,0.46866,41,0.17922,89,0.20165,146,1.41723
01/01/15,Burkina Faso,Sub-Saharan Africa,152,3.587,143,0.25812,120,0.85188,142,0.27125,100,0.39493,66,0.12832,78,0.21747,141,1.46494
01/01/15,Afghanistan,Southern Asia,153,3.575,136,0.31982,156,0.30285,137,0.30335,141,0.23414,86,0.09719,24,0.3651,95,1.9521
01/01/15,Rwanda,Sub-Saharan Africa,154,3.465,145,0.22208,129,0.7737,122,0.42864,30,0.59201,1,0.55191,72,0.22628,156,0.67042
01/01/15,Benin,Sub-Saharan Africa,155,3.34,137,0.28665,155,0.35386,135,0.3191,62,0.4845,102,0.0801,101,0.1826,130,1.63328
01/01/15,Syria,Middle East and Northern Africa,156,3.006,107,0.6632,147,0.47489,72,0.72193,151,0.15684,37,0.18906,10,0.47179,158,0.32858
01/01/15,Burundi,Sub-Saharan Africa,157,2.905,157,0.0153,150,0.41587,146,0.22396,153,0.1185,85,0.10062,90,0.19727,114,1.83302
01/01/15,Togo,Sub-Saharan Africa,158,2.839,147,0.20868,157,0.13995,140,0.28443,108,0.36453,79,0.10731,114,0.16681,139,1.56726
01/01/16,Denmark,Western Europe,1,7.526,17,1.44178,4,1.16374,30,0.79504,7,0.57941,4,0.44453,29,0.36171,31,2.73939
01/01/16,Switzerland,Western Europe,2,7.509,7,1.52733,6,1.14524,7,0.86303,4,0.58557,6,0.41203,48,0.28083,36,2.69463
01/01/16,Iceland,Western Europe,3,7.501,20,1.42666,1,1.18326,6,0.86733,13,0.56624,50,0.14975,11,0.47678,24,2.83137
01/01/16,Norway,Western Europe,4,7.498,5,1.57744,9,1.1269,28,0.79579,2,0.59609,10,0.35776,27,0.37895,40,2.66465
01/01/16,Finland,Western Europe,5,7.413,22,1.40598,7,1.13464,23,0.81091,9,0.57104,7,0.41004,60,0.25492,26,2.82596
01/01/16,Canada,North America,6,7.404,19,1.44015,14,1.0961,17,0.8276,8,0.5737,16,0.31329,16,0.44834,35,2.70485
01/01/16,Netherlands,Western Europe,7,7.339,12,1.46468,38,1.02912,22,0.81231,17,0.55211,19,0.29927,12,0.47416,34,2.70749
01/01/16,New Zealand,Australia and New Zealand,8,7.334,27,1.36066,2,1.17278,16,0.83096,6,0.58147,5,0.41904,7,0.49401,60,2.47553
01/01/16,Australia,Australia and New Zealand,9,7.313,16,1.44443,11,1.10476,8,0.8512,10,0.56837,13,0.32331,13,0.47407,52,2.5465
01/01/16,Sweden,Western Europe,10,7.291,13,1.45181,16,1.08764,15,0.83121,5,0.58218,8,0.40867,25,0.38254,51,2.54734
01/01/16,Israel,Middle East and Northern Africa,11,7.267,32,1.33766,44,0.99537,10,0.84917,95,0.36432,89,0.08728,35,0.32288,7,3.31029
01/01/16,Austria,Western Europe,12,7.119,14,1.45038,18,1.08383,25,0.80565,22,0.54355,30,0.21348,32,0.32865,37,2.69343
01/01/16,United States,North America,13,7.104,9,1.50796,29,1.04782,33,0.779,41,0.48163,51,0.14868,20,0.41077,33,2.72782
01/01/16,Costa Rica,Latin America and Caribbean,14,7.087,73,1.06879,40,1.02152,37,0.76146,16,0.55225,79,0.10547,78,0.22553,6,3.35168
01/01/16,Puerto Rico,Latin America and Caribbean,15,7.039,29,1.35943,20,1.08113,34,0.77758,44,0.46823,66,0.12275,80,0.22202,16,3.0076
01/01/16,Germany,Western Europe,16,6.994,15,1.44787,13,1.09774,20,0.81487,25,0.53466,21,0.28551,42,0.30452,56,2.50931
01/01/16,Brazil,Latin America and Caribbean,17,6.952,69,1.08754,34,1.03938,77,0.61415,74,0.40425,53,0.14166,116,0.15776,3,3.50733
01/01/16,Belgium,Western Europe,18,6.929,21,1.42539,26,1.05249,18,0.81959,30,0.51354,25,0.26248,66,0.2424,44,2.61355
01/01/16,Ireland,Western Europe,19,6.907,11,1.48341,5,1.16157,21,0.81455,24,0.54008,20,0.29754,15,0.44963,99,2.15988
01/01/16,Luxembourg,Western Europe,20,6.871,2,1.69752,33,1.03999,12,0.84542,19,0.5487,12,0.35329,51,0.27571,107,2.11055
01/01/16,Mexico,Latin America and Caribbean,21,6.778,64,1.11508,108,0.7146,43,0.71143,87,0.37709,35,0.18355,133,0.11735,2,3.55906
01/01/16,Singapore,Southeastern Asia,22,6.739,3,1.64555,73,0.86758,2,0.94719,38,0.4877,3,0.46987,33,0.32706,120,1.99375
01/01/16,United Kingdom,Western Europe,23,6.725,23,1.40283,17,1.08672,24,0.80991,35,0.50036,24,0.27399,6,0.50156,102,2.14999
01/01/16,Chile,Latin America and Caribbean,24,6.705,50,1.2167,61,0.90587,19,0.81883,86,0.37789,73,0.11451,37,0.31595,20,2.95505
01/01/16,Panama,Latin America and Caribbean,25,6.701,52,1.18306,46,0.98912,44,0.70835,37,0.48927,94,0.08423,67,0.2418,17,3.00559
01/01/16,Argentina,Latin America and Caribbean,26,6.65,57,1.15137,21,1.06612,48,0.69711,65,0.42284,107,0.07296,136,0.10989,12,3.12985
01/01/16,Czech Republic,Central and Eastern Europe,27,6.596,36,1.30915,42,1.00793,35,0.76376,68,0.41418,137,0.03986,139,0.09929,19,2.96211
01/01/16,United Arab Emirates,Middle East and Northern Africa,28,6.573,6,1.57352,71,0.87114,40,0.72993,14,0.56215,11,0.35561,54,0.26591,89,2.21507
01/01/16,Uruguay,Latin America and Caribbean,29,6.545,53,1.18157,37,1.03143,41,0.72183,21,0.54388,29,0.21394,104,0.18056,39,2.67139
01/01/16,Malta,Western Europe,30,6.488,37,1.30782,12,1.09879,26,0.80315,18,0.54994,40,0.17554,4,0.56237,121,1.99032
01/01/16,Colombia,Latin America and Caribbean,31,6.481,77,1.03032,39,1.02169,79,0.59659,52,0.44735,123,0.05399,117,0.15626,11,3.17471
01/01/16,France,Western Europe,32,6.478,25,1.39488,43,1.00508,14,0.83795,47,0.46562,39,0.17808,130,0.1216,61,2.4744
01/01/16,Thailand,Southeastern Asia,33,6.474,68,1.0893,31,1.04477,59,0.64915,36,0.49553,146,0.02833,2,0.58696,50,2.5796
01/01/16,Taiwan,Eastern Asia,34,6.379,24,1.39729,57,0.92624,29,0.79565,103,0.32377,114,0.0663,59,0.25495,42,2.61523
01/01/16,Saudi Arabia,Middle East and Northern Africa,34,6.379,10,1.48953,77,0.84829,84,0.59267,85,0.37904,18,0.30008,118,0.15457,43,2.61482
01/01/16,Qatar,Middle East and Northern Africa,36,6.375,1,1.82427,65,0.87964,42,0.71723,12,0.56679,2,0.48049,34,0.32388,143,1.58224
01/01/16,Spain,Western Europe,37,6.361,31,1.34253,8,1.12945,5,0.87896,88,0.37545,117,0.06137,106,0.17665,66,2.39663
01/01/16,Algeria,Middle East and Northern Africa,38,6.355,75,1.05266,81,0.83309,76,0.61804,131,0.21006,48,0.16157,146,0.07044,4,3.40904
01/01/16,Guatemala,Latin America and Caribbean,39,6.324,104,0.83454,70,0.87119,95,0.54039,34,0.50379,91,0.08701,47,0.28808,9,3.19863
01/01/16,Suriname,Latin America and Caribbean,40,6.269,66,1.09686,92,0.77866,104,0.50933,28,0.52234,61,0.12692,114,0.16665,14,3.06852
01/01/16,Kuwait,Middle East and Northern Africa,41,6.239,4,1.61714,67,0.87758,68,0.63569,60,0.43166,27,0.23669,115,0.15965,81,2.28085
01/01/16,Bahrain,Middle East and Northern Africa,42,6.218,18,1.44024,54,0.94397,57,0.65696,43,0.47375,26,0.25772,110,0.17147,83,2.27405
01/01/16,Trinidad and Tobago,Latin America and Caribbean,43,6.168,33,1.32572,47,0.98569,99,0.52608,40,0.48453,153,0.01241,36,0.31935,55,2.51394
01/01/16,Venezuela,Latin America and Caribbean,44,6.084,59,1.13367,36,1.03302,75,0.61904,132,0.19847,97,0.08304,152,0.0425,18,2.97468
01/01/16,Slovakia,Central and Eastern Europe,45,6.078,39,1.27973,19,1.08268,47,0.70367,127,0.23391,145,0.02947,124,0.13837,45,2.61065
01/01/16,El Salvador,Latin America and Caribbean,46,6.068,97,0.8737,87,0.80975,80,0.596,91,0.37269,77,0.10613,142,0.08877,8,3.22134
01/01/16,Malaysia,Southeastern Asia,47,6.005,43,1.25142,64,0.88025,73,0.62366,82,0.39031,87,0.09081,18,0.41474,72,2.35384
01/01/16,Nicaragua,Latin America and Caribbean,48,5.992,114,0.69384,62,0.89521,58,0.65213,46,0.46582,46,0.16292,45,0.29773,27,2.82428
01/01/16,Uzbekistan,Central and Eastern Europe,49,5.987,112,0.73591,3,1.1681,105,0.50163,1,0.60848,23,0.28333,31,0.34326,75,2.34638
01/01/16,Italy,Western Europe,50,5.977,30,1.35495,32,1.04167,9,0.85102,137,0.18827,148,0.02556,113,0.16684,74,2.34918
01/01/16,Ecuador,Latin America and Caribbean,51,5.976,87,0.97306,76,0.85974,50,0.68613,76,0.4027,36,0.18037,138,0.10074,29,2.77366
01/01/16,Belize,Latin America and Caribbean,52,5.956,96,0.87616,113,0.68655,111,0.45569,31,0.51231,75,0.10771,71,0.23684,13,3.08039
01/01/16,Japan,Eastern Asia,53,5.921,26,1.38007,23,1.06054,3,0.91491,45,0.46761,32,0.18985,137,0.10224,139,1.80584
01/01/16,Kazakhstan,Central and Eastern Europe,54,5.919,48,1.22943,50,0.95544,90,0.57386,73,0.4052,74,0.11132,119,0.15011,58,2.49325
01/01/16,Moldova,Central and Eastern Europe,55,5.897,115,0.69177,82,0.83132,100,0.52309,121,0.25202,149,0.01903,94,0.19997,5,3.38007
01/01/16,Russia,Central and Eastern Europe,56,5.856,47,1.23228,25,1.05261,85,0.58991,101,0.32682,140,0.03586,155,0.02736,48,2.59115
01/01/16,South Korea,Eastern Asia,57,5.835,28,1.35948,105,0.72194,4,0.88645,122,0.25168,103,0.07716,98,0.18824,73,2.35015
01/01/16,Poland,Central and Eastern Europe,57,5.835,45,1.24585,30,1.04685,49,0.69058,51,0.4519,122,0.055,121,0.14443,94,2.20035
01/01/16,Bolivia,Latin America and Caribbean,59,5.822,106,0.79422,80,0.83779,110,0.4697,32,0.50961,102,0.07746,82,0.21698,22,2.91635
01/01/16,Lithuania,Central and Eastern Europe,60,5.813,42,1.2692,22,1.06411,62,0.64674,135,0.18929,151,0.0182,156,0.02025,47,2.60525
01/01/16,Belarus,Central and Eastern Europe,61,5.802,60,1.13062,28,1.04993,70,0.63104,110,0.29091,41,0.17457,123,0.13942,69,2.38582
01/01/16,North Cyprus,Western Europe,62,5.771,35,1.31141,84,0.81826,13,0.84142,58,0.43596,45,0.16578,55,0.26322,129,1.93447
01/01/16,Slovenia,Central and Eastern Europe,63,5.768,38,1.29947,24,1.05613,32,0.79151,26,0.53164,138,0.03635,58,0.25738,140,1.79522
01/01/16,Peru,Latin America and Caribbean,64,5.743,83,0.99602,86,0.81255,71,0.62994,89,0.37502,125,0.05292,120,0.14527,32,2.73117
01/01/16,Turkmenistan,Central and Eastern Europe,65,5.658,70,1.08017,35,1.03817,113,0.44006,90,0.37408,22,0.28467,77,0.22567,90,2.21489
01/01/16,Mauritius,Sub-Saharan Africa,66,5.648,58,1.14372,98,0.75695,55,0.66189,49,0.46145,127,0.05203,28,0.36951,92,2.20223
01/01/16,Libya,Middle East and Northern Africa,67,5.615,74,1.06688,52,0.95076,101,0.52304,70,0.40672,82,0.10339,111,0.17087,67,2.39374
01/01/16,Latvia,Central and Eastern Europe,68,5.56,49,1.21788,53,0.95025,67,0.63952,112,0.27996,88,0.0889,108,0.17445,91,2.20859
01/01/16,Cyprus,Western Europe,69,5.546,34,1.31857,109,0.70697,11,0.8488,109,0.29507,126,0.05228,50,0.27906,117,2.04497
01/01/16,Paraguay,Latin America and Caribbean,70,5.538,94,0.89373,10,1.11111,88,0.58295,48,0.46235,106,0.07396,62,0.25296,98,2.16091
01/01/16,Romania,Central and Eastern Europe,71,5.528,54,1.1697,103,0.72803,54,0.67602,93,0.36712,154,0.00679,126,0.12889,62,2.45184
01/01/16,Estonia,Central and Eastern Europe,72,5.517,40,1.27964,27,1.05163,51,0.68098,66,0.41511,33,0.18519,143,0.08423,137,1.81985
01/01/16,Jamaica,Latin America and Caribbean,73,5.51,95,0.89333,48,0.96372,83,0.59469,57,0.43597,134,0.04294,79,0.22245,71,2.35682
01/01/16,Croatia,Central and Eastern Europe,74,5.488,51,1.18649,126,0.60809,46,0.70524,124,0.23907,136,0.04002,101,0.18434,53,2.52462
01/01/16,Hong Kong,Eastern Asia,75,5.458,8,1.5107,72,0.87021,1,0.95277,42,0.48079,15,0.31647,22,0.40097,155,0.92614
01/01/16,Somalia,Sub-Saharan Africa,76,5.44,157,0,144,0.33613,152,0.11466,11,0.56778,17,0.3118,52,0.27225,1,3.83772
01/01/16,Kosovo,Central and Eastern Europe,77,5.401,93,0.90145,115,0.66062,96,0.54,145,0.14396,115,0.06547,49,0.27992,28,2.80998
01/01/16,Turkey,Middle East and Northern Africa,78,5.389,55,1.16492,68,0.87717,61,0.64718,125,0.23889,65,0.12348,151,0.04707,79,2.29074
01/01/16,Indonesia,Southeastern Asia,79,5.314,90,0.95104,69,0.87625,108,0.49374,80,0.39237,156,0.00322,3,0.56521,118,2.03171
01/01/16,Jordan,Middle East and Northern Africa,80,5.303,82,0.99673,75,0.86216,78,0.60712,96,0.36023,58,0.13297,122,0.14262,93,2.20142
01/01/16,Azerbaijan,Central and Eastern Europe,81,5.291,61,1.12373,96,0.76042,94,0.54504,98,0.35327,38,0.17914,149,0.0564,84,2.2735
01/01/16,Philippines,Southeastern Asia,82,5.279,105,0.81217,66,0.87877,109,0.47036,20,0.54854,68,0.11757,83,0.21674,87,2.23484
01/01/16,China,Eastern Asia,83,5.245,79,1.0278,89,0.79381,38,0.73561,55,0.44012,147,0.02745,150,0.04959,97,2.17087
01/01/16,Bhutan,Southern Asia,84,5.196,100,0.8527,60,0.90836,107,0.49759,50,0.46074,47,0.1616,8,0.48546,136,1.82916
01/01/16,Kyrgyzstan,Central and Eastern Europe,85,5.185,124,0.56044,51,0.95434,93,0.55449,77,0.40212,131,0.04762,24,0.38432,80,2.28136
01/01/16,Serbia,Central and Eastern Europe,86,5.177,76,1.03437,85,0.81329,63,0.6458,140,0.15718,133,0.04339,88,0.20737,82,2.27539
01/01/16,Bosnia and Herzegovina,Central and Eastern Europe,87,5.163,91,0.93383,117,0.64367,45,0.70766,152,0.09511,157,0,44,0.29889,59,2.48406
01/01/16,Montenegro,Central and Eastern Europe,88,5.161,71,1.07838,102,0.74173,69,0.63533,143,0.15111,60,0.12721,109,0.17191,86,2.25531
01/01/16,Dominican Republic,Latin America and Caribbean,89,5.155,78,1.02787,45,0.99496,89,0.57669,27,0.52259,64,0.12372,84,0.21286,141,1.69626
01/01/16,Morocco,Middle East and Northern Africa,90,5.151,102,0.84058,142,0.38595,82,0.59471,119,0.25646,96,0.08404,153,0.04053,21,2.94891
01/01/16,Hungary,Central and Eastern Europe,91,5.145,46,1.24142,56,0.93164,53,0.67608,133,0.1977,132,0.04472,140,0.099,127,1.95473
01/01/16,Pakistan,Southern Asia,92,5.132,116,0.68816,148,0.26135,116,0.40306,144,0.14622,54,0.1388,40,0.31185,10,3.18286
01/01/16,Lebanon,Middle East and Northern Africa,93,5.129,62,1.12268,118,0.64184,36,0.76171,117,0.26228,143,0.03061,70,0.23693,116,2.07339
01/01/16,Portugal,Western Europe,94,5.123,41,1.27607,55,0.94367,31,0.79363,53,0.44727,152,0.01521,134,0.11691,145,1.53015
01/01/16,Macedonia,Central and Eastern Europe,95,5.121,81,1.0193,91,0.78236,60,0.64738,114,0.27668,109,0.07047,73,0.23507,114,2.08947
01/01/16,Vietnam,Southeastern Asia,96,5.061,110,0.74037,90,0.79117,56,0.66157,15,0.55954,71,0.11556,63,0.25075,128,1.9418
01/01/16,Somaliland Region,Sub-Saharan Africa,97,5.057,150,0.25558,97,0.75862,125,0.33108,81,0.3913,9,0.36794,5,0.51479,64,2.43801
01/01/16,Tunisia,Middle East and Northern Africa,98,5.045,85,0.97724,140,0.43165,81,0.59577,126,0.23553,99,0.0817,154,0.03936,38,2.68413
01/01/16,Greece,Western Europe,99,5.033,44,1.24886,101,0.75473,27,0.80029,154,0.05822,135,0.04127,157,0,105,2.12944
01/01/16,Tajikistan,Central and Eastern Europe,100,4.996,130,0.48835,99,0.75602,97,0.53119,59,0.43408,57,0.13509,56,0.25998,68,2.39106
01/01/16,Mongolia,Eastern Asia,101,4.907,84,0.98853,15,1.08983,92,0.55469,97,0.35972,141,0.03285,30,0.34539,144,1.53586
01/01/16,Laos,Southeastern Asia,102,4.876,117,0.68042,131,0.5497,118,0.38291,29,0.52168,28,0.22423,17,0.43079,115,2.08637
01/01/16,Nigeria,Sub-Saharan Africa,103,4.875,108,0.75216,116,0.64498,153,0.05108,113,0.27854,144,0.0305,74,0.23219,23,2.88586
01/01/16,Honduras,Latin America and Caribbean,104,4.871,113,0.69429,100,0.75596,87,0.58383,116,0.26755,111,0.06906,89,0.2044,78,2.29551
01/01/16,Iran,Middle East and Northern Africa,105,4.813,63,1.11758,141,0.38857,64,0.64232,129,0.22544,121,0.0557,23,0.38538,119,1.99817
01/01/16,Zambia,Sub-Saharan Africa,106,4.795,122,0.61202,119,0.6376,138,0.23573,63,0.42662,72,0.11479,105,0.17866,49,2.58991
01/01/16,Nepal,Southern Asia,107,4.793,132,0.44626,112,0.69699,106,0.50073,92,0.37012,110,0.07008,26,0.3816,76,2.32694
01/01/16,Palestinian Territories,Middle East and Northern Africa,108,4.754,118,0.67024,106,0.71629,91,0.56844,138,0.17744,78,0.10613,135,0.11154,65,2.40364
01/01/16,Albania,Central and Eastern Europe,109,4.655,88,0.9553,134,0.50163,39,0.73007,104,0.31866,124,0.05301,112,0.1684,130,1.92816
01/01/16,Bangladesh,Southern Asia,110,4.643,127,0.54177,149,0.24749,98,0.52989,78,0.39778,62,0.12583,96,0.19132,46,2.60904
01/01/16,Sierra Leone,Sub-Saharan Africa,111,4.635,138,0.36485,122,0.628,157,0,108,0.30685,98,0.08196,69,0.23897,15,3.01402
01/01/16,Iraq,Middle East and Northern Africa,112,4.575,72,1.07474,129,0.59205,103,0.51076,123,0.24856,56,0.13636,95,0.19589,138,1.81657
01/01/16,Namibia,Sub-Saharan Africa,113,4.574,92,0.93287,110,0.70362,123,0.34745,39,0.48614,80,0.10398,144,0.07795,132,1.92198
01/01/16,Cameroon,Sub-Saharan Africa,114,4.513,128,0.52497,123,0.62542,151,0.12698,61,0.42736,118,0.06126,76,0.2268,54,2.5198
01/01/16,Ethiopia,Sub-Saharan Africa,115,4.508,146,0.29283,143,0.37932,124,0.34578,94,0.36703,44,0.1717,46,0.29522,41,2.65614
01/01/16,South Africa,Sub-Saharan Africa,116,4.459,80,1.02416,49,0.96053,145,0.18611,64,0.42483,95,0.08415,125,0.13656,142,1.64227
01/01/16,Sri Lanka,Southern Asia,117,4.415,86,0.97318,78,0.84783,74,0.62007,33,0.50817,101,0.07964,14,0.46978,156,0.91681
01/01/16,India,Southern Asia,118,4.404,111,0.74036,147,0.29247,112,0.45091,75,0.40285,90,0.08722,64,0.25028,96,2.18032
